id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,text
385,Vampiro,alcoholic,ordinary drink,old-fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"['tequila', 'tomato juice', 'orange juice', 'lime juice', 'sugar syrup', 'salt']","['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']","question Generate a cocktail with Tequila Tomato Juice Orange Juice Lime Juice Sugar Syrup Salt answer Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended."
386,Vesuvio,alcoholic,ordinary drink,old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,"['light rum', 'sweet vermouth', 'lemon', 'powdered sugar', 'egg white']","['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']","question Generate a cocktail with Light rum Sweet Vermouth Lemon Powdered sugar Egg white answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
387,Veteran,alcoholic,ordinary drink,old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,"['dark rum', 'cherry brandy']","['2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Cherry brandy answer Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.
388,Van Vleet,alcoholic,ordinary drink,old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,"['light rum', 'maple syrup', 'lemon juice']","['3 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Light rum Maple syrup Lemon juice answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."
389,Vodka Fizz,alcoholic,other / unknown,white wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['vodka', 'half-and-half', 'limeade', 'ice', 'nutmeg']","['2 oz ', '2 oz ', '2 oz ', 'to taste', 'to taste']","question Generate a cocktail with Vodka Half-and-half Limeade Ice Nutmeg answer Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top."
390,Vodka Lemon,alcoholic,cocktail,highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,"['vodka', 'lemon juice', 'lemon peel', 'ice']","['5 cl', '7 cl', '1 Slice', 'cubes']","question Generate a cocktail with Vodka Lemon Juice Lemon Peel Ice answer The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served."
391,Vodka Slime,alcoholic,cocktail,highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,"['sprite', 'lime juice', 'vodka']","['1 cup', '1/2 shot', '1 1/2 shot']","question Generate a cocktail with Sprite Lime Juice Vodka answer Fill glass with ice. Add vodka, 7-up then finish with the lime juice."
392,Vodka Tonic,alcoholic,cocktail,highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,"['vodka', 'tonic water', 'lemon peel']","['4 cl', '10 cl', '1 Slice']","question Generate a cocktail with Vodka Tonic Water Lemon Peel answer Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!"
393,Vodka Martini,alcoholic,ordinary drink,cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['vodka', 'dry vermouth', 'olive']","['1 1/2 oz ', '3/4 oz ', '1 ']","question Generate a cocktail with Vodka Dry Vermouth Olive answer Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve."
394,Vodka Russian,alcoholic,ordinary drink,collins glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,"['vodka', 'schweppes russchian']","['2 oz ', 'to taste']",question Generate a cocktail with Vodka Schweppes Russchian answer Mix it as a ordinary drink .
395,Vermouth Cassis,alcoholic,ordinary drink,highball glass,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,"['dry vermouth', 'creme de cassis', 'carbonated water']","['1 1/2 oz ', '3/4 oz ', 'to taste']","question Generate a cocktail with Dry Vermouth Creme de Cassis Carbonated water answer Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve."
396,Victory Collins,alcoholic,ordinary drink,collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,"['vodka', 'lemon juice', 'grape juice', 'powdered sugar', 'orange']","['1 1/2 oz ', '3 oz ', '3 oz unsweetened ', '1 tsp ', '1 slice ']",question Generate a cocktail with Vodka Lemon juice Grape juice Powdered sugar Orange answer Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.
397,Vodka And Tonic,alcoholic,ordinary drink,highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,"['vodka', 'tonic water']","['2 oz ', 'to taste']","question Generate a cocktail with Vodka Tonic water answer Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve."
398,Valencia Cocktail,alcoholic,ordinary drink,cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,"['apricot brandy', 'orange juice', 'orange bitters']","['1 1/2 oz ', '1 tblsp ', '2 dashes ']","question Generate a cocktail with Apricot brandy Orange juice Orange bitters answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
399,Whisky Mac,alcoholic,ordinary drink,collins glass,Pour both of the ingredients into a wine goblet with no ice.,https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,"['scotch', 'wine']","['1 1/2 oz ', '1 oz Green Ginger ']",question Generate a cocktail with Scotch Wine answer Pour both of the ingredients into a wine goblet with no ice.
400,White Lady,alcoholic,ordinary drink,cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,"['gin', 'triple sec', 'lemon juice']","['4cl', '3cl', '2cl']",question Generate a cocktail with Gin Triple Sec Lemon Juice answer Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.
401,Wine Punch,alcoholic,punch / party drink,collins glass,Combine all of the ingredients and pour over a block of ice.,https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,"['red wine', 'lemon', 'orange juice', 'orange', 'pineapple juice']","['1 bottle ', '2 ', '1 cup ', '3 ', '1 cup ']",question Generate a cocktail with Red wine Lemon Orange juice Orange Pineapple juice answer Combine all of the ingredients and pour over a block of ice.
402,Wine Cooler,optional alcohol,punch / party drink,collins glass,Mix wine and soft drink. Pour into glass. Add ice.,https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,"['red wine', 'lemon-lime soda', 'ice']","['2 oz white or ', '5 oz ', 'cubes']",question Generate a cocktail with Red wine Lemon-lime soda Ice answer Mix wine and soft drink. Pour into glass. Add ice.
403,Winter Rita,alcoholic,beer,highball glass,"Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀",https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg,"['tequila', 'campari', 'lime juice', 'orange juice', 'rosemary syrup', 'salt']","['1 2/3 oz', '1/4 oz', '3/4 oz', '1/2 oz', '1/2 oz', 'Dash']","question Generate a cocktail with Tequila Campari Lime Juice Orange Juice Rosemary Syrup Salt answer Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀"
404,Whiskey Sour,alcoholic,ordinary drink,old-fashioned glass,"Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg,"['blended whiskey', 'lemon', 'powdered sugar', 'cherry', 'lemon']","['2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1 ', '1/2 slice ']","question Generate a cocktail with Blended whiskey Lemon Powdered sugar Cherry Lemon answer Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice."
405,White Russian,alcoholic,ordinary drink,old-fashioned glass,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,"['vodka', 'coffee liqueur', 'light cream']","['2 oz ', '1 oz ', 'to taste']",question Generate a cocktail with Vodka Coffee liqueur Light cream answer Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.
406,Winter Paloma,alcoholic,cocktail,highball glass,Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.,https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg,"['tequila', 'grapefruit juice', 'lime juice', 'agave syrup', 'pepper']","['2 shots', 'Top', 'Juice of 1', '1 tsp', 'Dash']",question Generate a cocktail with Tequila Grapefruit Juice Lime Juice Agave Syrup Pepper answer Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.
407,White Wine Sangria,alcoholic,punch / party drink,pitcher,"Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.",https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg,"['lime', 'lemon', 'white wine', 'strawberries', 'apple', 'apple brandy', 'soda water']","['1', '1', '750 ml', '1 cup', '1 cup', '3 shots', 'Top']","question Generate a cocktail with Lime lemon White Wine Strawberries Apple Apple Brandy Soda Water answer Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water."
408,Whitecap Margarita,alcoholic,other / unknown,margarita/coupette glass,Place all ingredients in a blender and blend until smooth. This makes one drink.,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,"['ice', 'tequila', 'cream of coconut', 'lime juice']","['1 cup ', '2 oz ', '1/4 cup ', '3 tblsp fresh ']",question Generate a cocktail with Ice Tequila Cream of coconut Lime juice answer Place all ingredients in a blender and blend until smooth. This makes one drink.
